episode,timestep,reward
1,720,-86.9989
3,1440,-93.3009
5,2160,-99.2849
7,2880,-96.5359
9,3600,-105.0362
11,4320,-95.9034
13,5040,-92.5931
15,5760,-92.671
17,6480,-99.7144
19,7200,-92.3516
21,7920,-94.8012
23,8640,-94.6955
25,9360,-102.8321
27,10080,-88.4667
