episode,timestep,reward
633,317000,-105.5597
635,318000,-107.2233
637,319000,-104.2308
639,320000,-102.3171
641,321000,-109.0868
643,322000,-104.3213
645,323000,-104.8375
647,324000,-104.6524
649,325000,-108.0771
651,326000,-108.1057
653,327000,-104.7937
655,328000,-105.875
657,329000,-102.6394
659,330000,-99.7404
661,331000,-112.0792
663,332000,-100.5247
665,333000,-105.5026
667,334000,-108.1526
669,335000,-101.2112
671,336000,-105.6731
673,337000,-105.2759
675,338000,-102.6113
677,339000,-102.3241
679,340000,-104.306
681,341000,-100.9636
683,342000,-102.4731
685,343000,-103.4748
687,344000,-103.3888
689,345000,-107.4993
691,346000,-100.8585
693,347000,-99.8686
695,348000,-98.7811
697,349000,-103.3809
699,350000,-104.9127
701,351000,-102.8431
703,352000,-102.4677
705,353000,-100.0778
707,354000,-108.4354
709,355000,-105.1615
711,356000,-108.2149
713,357000,-110.5409
715,358000,-105.9469
717,359000,-106.4498
719,360000,-112.5568
721,361000,-111.1203
723,362000,-105.9972
725,363000,-106.6961
727,364000,-114.4741
729,365000,-108.0678
731,366000,-102.8416
733,367000,-104.8486
735,368000,-104.5452
737,369000,-101.7235
739,370000,-102.5593
741,371000,-101.4193
743,372000,-102.14
745,373000,-100.7043
747,374000,-102.6283
749,375000,-101.0437
751,376000,-96.6233
753,377000,-99.6306
755,378000,-97.8095
757,379000,-98.3452
759,380000,-99.7849
761,381000,-97.4377
763,382000,-95.78
765,383000,-94.7827
767,384000,-104.0471
769,385000,-103.9928
771,386000,-101.8057
773,387000,-108.6954
775,388000,-102.9282
777,389000,-102.0534
779,390000,-108.3648
781,391000,-96.7898
783,392000,-101.0672
785,393000,-97.1156
787,394000,-98.0045
789,395000,-100.2741
791,396000,-104.1142
793,397000,-107.4371
795,398000,-103.4397
797,399000,-112.5528
799,400000,-104.3444
801,401000,-109.869
803,402000,-105.365
805,403000,-104.8427
807,404000,-110.6303
809,405000,-105.468
811,406000,-104.6796
813,407000,-103.0477
815,408000,-105.3639
817,409000,-102.7635
819,410000,-102.205
821,411000,-104.3508
823,412000,-103.5224
825,413000,-101.577
827,414000,-100.4702
829,415000,-109.8761
831,416000,-98.8307
833,417000,-110.5619
835,418000,-104.545
837,419000,-106.796
839,420000,-104.9518
841,421000,-103.6151
843,422000,-100.2173
845,423000,-108.7322
847,424000,-97.8687
849,425000,-96.0911
851,426000,-107.3495
853,427000,-100.4937
855,428000,-103.5268
857,429000,-104.0019
859,430000,-102.5161
861,431000,-99.3978
863,432000,-100.2849
865,433000,-94.3472
867,434000,-98.3924
869,435000,-99.576
871,436000,-97.9554
873,437000,-93.7659
875,438000,-99.459
877,439000,-95.7194
879,440000,-99.9531
881,441000,-92.9727
883,442000,-97.5579
885,443000,-90.8588
887,444000,-97.3315
889,445000,-99.3716
891,446000,-102.5211
893,447000,-103.3487
895,448000,-106.2061
897,449000,-98.8316
899,450000,-96.6859
901,451000,-97.4202
903,452000,-96.8736
905,453000,-102.1404
907,454000,-97.6567
909,455000,-104.2035
911,456000,-99.4337
913,457000,-103.6801
915,458000,-105.0805
917,459000,-104.2189
919,460000,-107.5155
921,461000,-106.7526
923,462000,-98.7251
925,463000,-104.681
927,464000,-104.0419
929,465000,-101.1048
931,466000,-105.7748
933,467000,-99.2713
935,468000,-103.8902
937,469000,-107.2944
939,470000,-101.2589
941,471000,-99.2638
943,472000,-103.0604
945,473000,-98.9891
947,474000,-96.1028
949,475000,-100.2201
951,476000,-103.2592
953,477000,-98.6419
955,478000,-96.5212
957,479000,-101.4917
959,480000,-107.6816
961,481000,-97.449
963,482000,-105.9133
965,483000,-109.0734
967,484000,-99.2745
969,485000,-97.055
971,486000,-101.5564
973,487000,-100.9206
975,488000,-102.0871
977,489000,-104.0878
979,490000,-102.1908
981,491000,-99.7552
983,492000,-101.7329
985,493000,-102.4975
987,494000,-97.5796
989,495000,-104.0217
991,496000,-98.9731
993,497000,-103.542
995,498000,-98.7084
997,499000,-102.5286
999,500000,-101.2027
1001,501000,-97.1979
1003,502000,-96.6556
1005,503000,-97.8762
1007,504000,-94.6189
1009,505000,-90.8136
1011,506000,-95.188
1013,507000,-97.4586
1015,508000,-96.4977
1017,509000,-94.0067
1019,510000,-92.5673
1021,511000,-97.2506
1023,512000,-90.8834
1025,513000,-93.2769
1027,514000,-90.6268
1029,515000,-93.7132
1031,516000,-95.6005
1033,517000,-93.5385
1035,518000,-94.8333
1037,519000,-92.1961
1039,520000,-94.1301
1041,521000,-95.4748
1043,522000,-97.5212
1045,523000,-97.0714
1047,524000,-97.2665
1049,525000,-96.9333
1051,526000,-99.329
1053,527000,-97.8426
1055,528000,-96.2019
1057,529000,-99.9388
1059,530000,-93.2188
1061,531000,-102.3657
1063,532000,-97.0698
1065,533000,-94.3907
1067,534000,-100.225
1069,535000,-92.0584
1071,536000,-94.164
1073,537000,-90.477
1075,538000,-91.4409
1077,539000,-92.7178
1079,540000,-90.7367
1081,541000,-90.4429
1083,542000,-97.0075
1085,543000,-93.9398
1087,544000,-95.5862
1089,545000,-94.8068
1091,546000,-97.6284
1093,547000,-93.0499
1095,548000,-94.3608
1097,549000,-94.7563
1099,550000,-102.7132
1101,551000,-94.1196
1103,552000,-99.36
1105,553000,-100.7936
1107,554000,-93.1654
1109,555000,-94.7394
1111,556000,-93.129
1113,557000,-94.5276
1115,558000,-96.4664
1117,559000,-93.1749
1119,560000,-92.4362
1121,561000,-93.1562
1123,562000,-91.5467
1125,563000,-89.3246
1127,564000,-90.5436
1129,565000,-90.8074
1131,566000,-92.6578
1133,567000,-86.2147
1135,568000,-88.4549
1137,569000,-88.6287
1139,570000,-88.9885
1141,571000,-92.6243
1143,572000,-88.7793
1145,573000,-93.4345
1147,574000,-92.6195
1149,575000,-91.9867
1151,576000,-90.8754
1153,577000,-92.1635
1155,578000,-89.3995
1157,579000,-98.5278
1159,580000,-94.7527
1161,581000,-101.6018
1163,582000,-89.8297
1165,583000,-93.4371
1167,584000,-95.2091
1169,585000,-97.1033
1171,586000,-91.8855
1173,587000,-87.8399
1175,588000,-91.3899
1177,589000,-90.4849
1179,590000,-89.362
1181,591000,-86.9262
1183,592000,-87.4196
1185,593000,-91.1158
1187,594000,-91.8885
1189,595000,-92.587
1191,596000,-88.2809
1193,597000,-95.5491
1195,598000,-94.1378
1197,599000,-93.7603
1199,600000,-95.3094
1201,601000,-94.8503
1203,602000,-100.5153
1205,603000,-95.7711
1207,604000,-95.0508
1209,605000,-98.0596
1211,606000,-96.0699
1213,607000,-95.7967
1215,608000,-98.353
1217,609000,-97.678
1219,610000,-90.5734
1221,611000,-97.9535
1223,612000,-98.0904
1225,613000,-96.0181
1227,614000,-97.6375
1229,615000,-96.4654
1231,616000,-102.0491
1233,617000,-95.0679
1235,618000,-98.7368
1237,619000,-101.9587
1239,620000,-102.0227
1241,621000,-98.5698
1243,622000,-100.3334
1245,623000,-96.133
1247,624000,-94.2754
1249,625000,-95.6268
1251,626000,-90.975
1253,627000,-91.8909
1255,628000,-95.8081
1257,629000,-99.1568
1259,630000,-89.8582
1261,631000,-88.8571
1263,632000,-95.0664
1265,633000,-92.8117
1267,634000,-90.7359
1269,635000,-90.4597
1271,636000,-89.6634
1273,637000,-89.6948
1275,638000,-87.7654
1277,639000,-89.7104
1279,640000,-88.9383
1281,641000,-90.8392
1283,642000,-94.2192
1285,643000,-92.2868
1287,644000,-94.4137
1289,645000,-96.9407
1291,646000,-93.7422
1293,647000,-97.8872
1295,648000,-93.0703
1297,649000,-94.624
1299,650000,-95.3804
1301,651000,-94.8438
1303,652000,-91.5439
1305,653000,-92.4224
1307,654000,-93.4488
1309,655000,-89.6824
1311,656000,-97.9889
1313,657000,-90.2191
1315,658000,-94.98
1317,659000,-97.0124
1319,660000,-95.2057
1321,661000,-94.6765
1323,662000,-92.64
1325,663000,-93.6317
1327,664000,-92.8422
1329,665000,-91.3624
1331,666000,-90.4611
1333,667000,-93.562
1335,668000,-90.2883
1337,669000,-91.8461
1339,670000,-92.3304
1341,671000,-89.742
1343,672000,-91.3627
1345,673000,-88.3099
1347,674000,-91.4951
1349,675000,-90.288
1351,676000,-92.7764
1353,677000,-90.1358
1355,678000,-92.5274
1357,679000,-87.6324
1359,680000,-86.9017
1361,681000,-88.7537
1363,682000,-89.8197
1365,683000,-89.9363
1367,684000,-87.6888
1369,685000,-87.2705
1371,686000,-92.0844
1373,687000,-89.4654
1375,688000,-88.0258
1377,689000,-93.1674
1379,690000,-95.3061
1381,691000,-90.7642
1383,692000,-87.2495
1385,693000,-91.1715
1387,694000,-89.8239
1389,695000,-94.5024
1391,696000,-94.2629
1393,697000,-91.9936
1395,698000,-89.9218
1397,699000,-87.3427
1399,700000,-94.5235
1401,701000,-90.5074
1403,702000,-88.0794
1405,703000,-88.5824
1407,704000,-94.6673
1409,705000,-91.8075
1411,706000,-93.5213
1413,707000,-92.558
1415,708000,-93.2669
1417,709000,-89.1964
1419,710000,-94.8904
1421,711000,-92.4171
1423,712000,-90.5222
1425,713000,-94.3148
1427,714000,-93.6996
1429,715000,-91.8025
1431,716000,-95.2225
1433,717000,-99.813
1435,718000,-91.8037
1437,719000,-91.2462
1439,720000,-90.7263
1441,721000,-88.4987
1443,722000,-88.2791
1445,723000,-89.1095
1447,724000,-90.6263
1449,725000,-91.3112
1451,726000,-90.7905
1453,727000,-87.3588
1455,728000,-90.6838
1457,729000,-90.2449
1459,730000,-90.8618
1461,731000,-89.2267
1463,732000,-87.2656
1465,733000,-90.4645
1467,734000,-89.0232
1469,735000,-90.6327
1471,736000,-94.0209
1473,737000,-86.951
1475,738000,-86.3821
1477,739000,-84.3266
1479,740000,-88.3158
1481,741000,-87.0252
1483,742000,-84.6845
1485,743000,-86.7055
1487,744000,-85.7276
1489,745000,-90.9217
1491,746000,-88.1787
1493,747000,-90.5648
1495,748000,-87.9907
1497,749000,-86.3405
1499,750000,-87.3076
1501,751000,-86.2758
1503,752000,-88.5345
1505,753000,-87.5858
1507,754000,-85.1633
1509,755000,-89.5851
1511,756000,-87.173
1513,757000,-87.5716
1515,758000,-86.1654
1517,759000,-84.4968
1519,760000,-87.6794
1521,761000,-86.221
1523,762000,-87.9231
1525,763000,-88.3874
1527,764000,-91.0887
1529,765000,-88.7305
1531,766000,-89.7126
1533,767000,-86.3057
1535,768000,-86.6364
1537,769000,-86.7137
1539,770000,-86.1486
1541,771000,-89.5281
1543,772000,-88.6325
1545,773000,-89.1016
1547,774000,-88.2
1549,775000,-86.0452
1551,776000,-86.5952
1553,777000,-88.045
1555,778000,-86.7395
1557,779000,-87.4866
1559,780000,-89.4934
1561,781000,-86.6031
1563,782000,-90.1248
1565,783000,-89.8252
1567,784000,-91.0706
1569,785000,-85.9093
1571,786000,-90.6372
1573,787000,-89.7895
1575,788000,-89.3849
1577,789000,-90.2059
1579,790000,-92.004
1581,791000,-89.2302
1583,792000,-91.138
1585,793000,-88.9521
1587,794000,-87.4127
1589,795000,-88.6168
1591,796000,-90.3018
1593,797000,-87.4078
1595,798000,-89.3429
1597,799000,-92.4046
1599,800000,-87.5164
1601,801000,-89.252
1603,802000,-86.3887
1605,803000,-90.0236
1607,804000,-89.5424
1609,805000,-88.5588
1611,806000,-94.5237
1613,807000,-99.5
1615,808000,-92.7701
1617,809000,-91.1228
1619,810000,-88.6633
1621,811000,-93.2135
1623,812000,-96.0847
1625,813000,-91.4995
1627,814000,-93.7345
1629,815000,-91.4717
1631,816000,-93.9563
1633,817000,-93.0618
1635,818000,-93.9542
1637,819000,-94.6146
1639,820000,-91.6943
1641,821000,-89.2843
1643,822000,-89.933
1645,823000,-94.2515
1647,824000,-93.8244
1649,825000,-89.9079
1651,826000,-88.9408
1653,827000,-93.8146
1655,828000,-90.4657
1657,829000,-88.2123
1659,830000,-85.6098
1661,831000,-91.3476
1663,832000,-89.4979
1665,833000,-88.9736
1667,834000,-86.9853
1669,835000,-90.9248
1671,836000,-88.434
1673,837000,-88.185
1675,838000,-89.0338
1677,839000,-89.672
1679,840000,-88.9546
1681,841000,-87.3043
1683,842000,-88.2937
1685,843000,-89.891
1687,844000,-91.7968
1689,845000,-89.589
1691,846000,-85.0523
1693,847000,-89.4943
1695,848000,-88.7947
1697,849000,-85.9993
1699,850000,-87.7467
1701,851000,-86.9155
1703,852000,-89.1706
1705,853000,-88.3282
1707,854000,-86.979
1709,855000,-91.0084
1711,856000,-87.8331
1713,857000,-86.8988
1715,858000,-85.3392
1717,859000,-87.2678
1719,860000,-90.0043
1721,861000,-87.2298
1723,862000,-87.4341
1725,863000,-87.3161
1727,864000,-83.3534
1729,865000,-82.2249
1731,866000,-82.3394
1733,867000,-85.0434
1735,868000,-82.6247
1737,869000,-84.2769
1739,870000,-81.6151
1741,871000,-84.3706
1743,872000,-84.6514
1745,873000,-80.9116
1747,874000,-86.0395
1749,875000,-86.4005
1751,876000,-83.5825
1753,877000,-82.7476
1755,878000,-84.0454
1757,879000,-81.9317
1759,880000,-83.2964
1761,881000,-82.1143
1763,882000,-83.4033
1765,883000,-85.5277
1767,884000,-82.4812
1769,885000,-83.1779
1771,886000,-82.4383
1773,887000,-86.047
1775,888000,-82.9262
1777,889000,-81.1121
1779,890000,-84.0613
1781,891000,-80.2968
1783,892000,-82.9504
1785,893000,-80.7702
1787,894000,-81.229
1789,895000,-84.6807
1791,896000,-83.4534
1793,897000,-84.1351
1795,898000,-83.6621
1797,899000,-82.352
1799,900000,-82.1325
1801,901000,-85.8583
1803,902000,-82.9472
1805,903000,-81.7433
1807,904000,-82.7272
1809,905000,-81.3302
1811,906000,-80.9923
1813,907000,-78.1523
1815,908000,-78.1912
1817,909000,-80.8657
1819,910000,-87.8384
1821,911000,-78.3629
1823,912000,-82.4435
1825,913000,-81.2521
1827,914000,-84.0048
1829,915000,-84.609
1831,916000,-84.6918
1833,917000,-83.3782
1835,918000,-84.8948
1837,919000,-85.1761
1839,920000,-84.9832
1841,921000,-87.3106
1843,922000,-82.6398
1845,923000,-83.7367
1847,924000,-84.7099
1849,925000,-86.5975
1851,926000,-89.6196
1853,927000,-97.1177
1855,928000,-88.0226
1857,929000,-86.2546
1859,930000,-87.8796
1861,931000,-89.1261
1863,932000,-89.1949
1865,933000,-87.1909
1867,934000,-84.6767
1869,935000,-85.5446
1871,936000,-92.3363
1873,937000,-86.8737
1875,938000,-85.0314
1877,939000,-89.9134
1879,940000,-88.2793
1881,941000,-89.7284
1883,942000,-86.6404
1885,943000,-86.3213
1887,944000,-83.3775
1889,945000,-85.7942
1891,946000,-95.543
1893,947000,-89.556
1895,948000,-87.7109
1897,949000,-83.0381
1899,950000,-86.2581
1901,951000,-87.5698
1903,952000,-87.6433
1905,953000,-87.944
1907,954000,-84.5676
1909,955000,-85.8796
1911,956000,-93.3815
1913,957000,-87.3468
1915,958000,-84.7801
1917,959000,-87.3354
1919,960000,-87.2664
1921,961000,-85.2326
1923,962000,-86.6845
1925,963000,-83.9654
1927,964000,-81.433
1929,965000,-84.8003
1931,966000,-82.9891
1933,967000,-83.7144
1935,968000,-86.3417
1937,969000,-81.7879
1939,970000,-83.2865
1941,971000,-83.1477
1943,972000,-83.8613
1945,973000,-83.414
1947,974000,-86.6652
1949,975000,-83.2098
1951,976000,-84.4337
1953,977000,-81.6283
1955,978000,-80.352
1957,979000,-86.3536
1959,980000,-84.9179
1961,981000,-83.0329
1963,982000,-82.7016
1965,983000,-86.0538
1967,984000,-85.5108
1969,985000,-89.1304
1971,986000,-83.9816
1973,987000,-85.2295
1975,988000,-83.5885
1977,989000,-87.0788
1979,990000,-83.8154
1981,991000,-84.5018
1983,992000,-85.7297
1985,993000,-81.7772
1987,994000,-83.2886
1989,995000,-81.8727
1991,996000,-83.7706
1993,997000,-81.293
1995,998000,-80.9824
1997,999000,-86.412
1999,1000000,-79.1563
2001,1001000,-83.0162
2003,1002000,-82.1281
2005,1003000,-83.5465
2007,1004000,-81.5602
2009,1005000,-82.5576
2011,1006000,-82.3419
2013,1007000,-82.831
2015,1008000,-83.3999
2017,1009000,-84.0834
2019,1010000,-80.3799
2021,1011000,-85.6899
2023,1012000,-90.121
2025,1013000,-81.5346
2027,1014000,-87.661
2029,1015000,-85.2139
2031,1016000,-85.4735
2033,1017000,-81.1111
2035,1018000,-87.2979
2037,1019000,-85.0041
2039,1020000,-83.3745
2041,1021000,-83.1272
2043,1022000,-84.4065
2045,1023000,-85.5718
2047,1024000,-84.6667
2049,1025000,-84.901
2051,1026000,-82.8668
2053,1027000,-81.5776
2055,1028000,-83.7513
2057,1029000,-83.9474
2059,1030000,-83.7392
2061,1031000,-82.9638
2063,1032000,-86.5891
2065,1033000,-84.3759
2067,1034000,-83.5364
2069,1035000,-83.56
2071,1036000,-83.9908
2073,1037000,-83.8144
2075,1038000,-84.0922
2077,1039000,-82.2194
2079,1040000,-82.1616
2081,1041000,-81.7337
2083,1042000,-84.2375
2085,1043000,-87.2276
2087,1044000,-80.7129
2089,1045000,-85.6645
2091,1046000,-82.4907
2093,1047000,-79.9914
2095,1048000,-80.8407
2097,1049000,-82.7633
2099,1050000,-87.2979
2101,1051000,-81.1578
2103,1052000,-83.3715
2105,1053000,-86.0202
2107,1054000,-81.8514
2109,1055000,-80.7294
2111,1056000,-83.7002
2113,1057000,-83.1401
2115,1058000,-82.1983
2117,1059000,-80.27
2119,1060000,-80.8788
2121,1061000,-80.1899
2123,1062000,-82.2962
2125,1063000,-80.6687
2127,1064000,-84.1209
2129,1065000,-79.385
2131,1066000,-82.2962
2133,1067000,-82.4033
2135,1068000,-81.951
2137,1069000,-82.2058
2139,1070000,-85.4665
2141,1071000,-83.4685
2143,1072000,-86.9964
2145,1073000,-81.9795
2147,1074000,-85.1407
2149,1075000,-82.785
2151,1076000,-85.4666
2153,1077000,-84.7709
2155,1078000,-87.4967
2157,1079000,-83.3971
2159,1080000,-83.8586
2161,1081000,-82.1387
2163,1082000,-84.36
2165,1083000,-83.7227
2167,1084000,-82.803
2169,1085000,-80.6012
2171,1086000,-81.2296
2173,1087000,-82.3313
2175,1088000,-79.1639
2177,1089000,-82.9176
2179,1090000,-80.9845
2181,1091000,-81.0788
2183,1092000,-83.3496
2185,1093000,-81.1551
2187,1094000,-82.3545
2189,1095000,-80.2002
2191,1096000,-81.3485
2193,1097000,-81.565
2195,1098000,-79.7762
2197,1099000,-81.5213
2199,1100000,-80.6994
2201,1101000,-79.0008
2203,1102000,-79.7745
2205,1103000,-80.9703
2207,1104000,-80.2078
2209,1105000,-80.2739
2211,1106000,-79.5319
2213,1107000,-78.9786
2215,1108000,-80.4244
2217,1109000,-81.6134
2219,1110000,-80.7342
2221,1111000,-82.2317
2223,1112000,-82.1475
2225,1113000,-80.0959
2227,1114000,-80.9258
2229,1115000,-80.333
2231,1116000,-79.5424
2233,1117000,-80.2161
2235,1118000,-79.5555
2237,1119000,-80.2903
2239,1120000,-83.3309
2241,1121000,-81.4539
2243,1122000,-81.0147
2245,1123000,-77.9381
2247,1124000,-81.6459
2249,1125000,-81.7125
2251,1126000,-80.3775
2253,1127000,-78.32
2255,1128000,-79.5773
2257,1129000,-80.1546
2259,1130000,-82.2084
2261,1131000,-79.6559
2263,1132000,-79.4504
2265,1133000,-85.0082
2267,1134000,-81.2772
2269,1135000,-80.4162
2271,1136000,-82.3358
2273,1137000,-80.437
2275,1138000,-83.55
2277,1139000,-82.2664
2279,1140000,-80.8415
2281,1141000,-81.5578
2283,1142000,-81.2006
2285,1143000,-82.0866
2287,1144000,-79.1865
2289,1145000,-85.4002
2291,1146000,-80.5904
2293,1147000,-79.624
2295,1148000,-81.3451
2297,1149000,-85.145
2299,1150000,-84.0892
2301,1151000,-81.981
2303,1152000,-89.0187
2305,1153000,-82.1625
2307,1154000,-82.6254
2309,1155000,-84.6916
2311,1156000,-84.5618
2313,1157000,-79.1367
2315,1158000,-80.9483
2317,1159000,-84.4639
2319,1160000,-82.3139
2321,1161000,-84.3401
2323,1162000,-85.6473
2325,1163000,-83.8408
2327,1164000,-85.2402
2329,1165000,-83.4646
2331,1166000,-82.6085
2333,1167000,-83.8369
2335,1168000,-86.0888
2337,1169000,-82.0942
2339,1170000,-82.9855
2341,1171000,-80.3774
2343,1172000,-82.3249
2345,1173000,-85.5658
2347,1174000,-81.7052
2349,1175000,-85.5909
2351,1176000,-82.9395
2353,1177000,-80.0211
2355,1178000,-80.5567
2357,1179000,-80.6533
2359,1180000,-81.2845
2361,1181000,-79.2009
2363,1182000,-79.2468
2365,1183000,-80.3641
2367,1184000,-78.7641
2369,1185000,-80.5759
2371,1186000,-81.1584
2373,1187000,-80.3984
2375,1188000,-79.9788
2377,1189000,-80.3346
2379,1190000,-80.5419
2381,1191000,-82.4411
2383,1192000,-80.5346
2385,1193000,-86.5216
2387,1194000,-80.6778
2389,1195000,-80.2316
2391,1196000,-78.0436
2393,1197000,-81.8035
2395,1198000,-78.5733
2397,1199000,-79.1145
