episode,timestep,reward
2415,869760,-109.3642
2417,870480,-109.3642
2419,871200,-109.3642
2421,871920,-109.3642
2423,872640,-109.3642
2425,873360,-109.3642
2427,874080,-109.3642
2429,874800,-109.3642
2431,875520,-109.3642
2433,876240,-109.3642
2435,876960,-109.3642
2437,877680,-109.3642
2439,878400,-109.3642
2441,879120,-109.3642
2443,879840,-109.3642
2445,880560,-109.3642
2447,881280,-109.3642
2449,882000,-109.3642
2451,882720,-109.3642
2453,883440,-109.3642
2455,884160,-109.3642
2457,884880,-109.3642
2459,885600,-109.3642
2461,886320,-109.3642
2463,887040,-109.3642
2465,887760,-109.3642
2467,888480,-109.3642
2469,889200,-109.3642
2471,889920,-109.3642
2473,890640,-109.3642
2475,891360,-109.3642
2477,892080,-109.3642
2479,892800,-109.3642
2481,893520,-109.3642
2483,894240,-109.3642
2485,894960,-109.3642
2487,895680,-109.3642
2489,896400,-109.3642
2491,897120,-109.3642
2493,897840,-109.3642
2495,898560,-109.3642
2497,899280,-109.3642
2499,900000,-109.3642
2501,900720,-109.3642
2503,901440,-109.3642
2505,902160,-109.3642
2507,902880,-109.3642
2509,903600,-109.3642
2511,904320,-109.3642
2513,905040,-109.3642
2515,905760,-109.3642
2517,906480,-109.3642
2519,907200,-109.3642
2521,907920,-109.3642
2523,908640,-109.3642
2525,909360,-109.3642
2527,910080,-109.3642
2529,910800,-109.3642
2531,911520,-109.3642
2533,912240,-109.3642
2535,912960,-109.3642
2537,913680,-109.3642
2539,914400,-109.3642
2541,915120,-109.3642
2543,915840,-109.3642
2545,916560,-109.3642
2547,917280,-109.3642
2549,918000,-109.3642
2551,918720,-109.3642
2553,919440,-109.3642
2555,920160,-109.3642
2557,920880,-109.3642
2559,921600,-109.3642
2561,922320,-109.3642
2563,923040,-109.3642
2565,923760,-109.3642
2567,924480,-109.3642
2569,925200,-109.3642
2571,925920,-109.3642
2573,926640,-109.3642
2575,927360,-109.3642
2577,928080,-109.3642
2579,928800,-109.3642
2581,929520,-109.3642
2583,930240,-109.3642
2585,930960,-109.3642
2587,931680,-109.3642
2589,932400,-109.3642
2591,933120,-109.3642
2593,933840,-109.3642
2595,934560,-109.3642
2597,935280,-109.3642
2599,936000,-109.3642
2601,936720,-109.3642
2603,937440,-109.3642
2605,938160,-109.3642
2607,938880,-109.3642
2609,939600,-109.3642
2611,940320,-109.3642
2613,941040,-109.3642
2615,941760,-109.3642
2617,942480,-109.3642
2619,943200,-109.3642
2621,943920,-109.3642
2623,944640,-109.3642
2625,945360,-109.3642
2627,946080,-109.3642
2629,946800,-109.3642
2631,947520,-109.3642
2633,948240,-109.3642
2635,948960,-109.3642
2637,949680,-109.3642
2639,950400,-109.3642
2641,951120,-109.3642
2643,951840,-109.3642
2645,952560,-109.3642
2647,953280,-109.3642
2649,954000,-109.3642
2651,954720,-109.3642
2653,955440,-109.3642
2655,956160,-109.3642
2657,956880,-109.3642
2659,957600,-109.3642
2661,958320,-109.3642
2663,959040,-109.3642
2665,959760,-109.3642
2667,960480,-109.3642
2669,961200,-109.3642
2671,961920,-109.3642
2673,962640,-109.3642
2675,963360,-109.3642
2677,964080,-109.3642
2679,964800,-109.3642
2681,965520,-109.3642
2683,966240,-109.3642
2685,966960,-109.3642
2687,967680,-109.3642
2689,968400,-109.3642
2691,969120,-109.3642
2693,969840,-109.3642
2695,970560,-109.3642
2697,971280,-109.3642
2699,972000,-109.3642
2701,972720,-109.3642
2703,973440,-109.3642
2705,974160,-109.3642
2707,974880,-109.3642
2709,975600,-109.3642
2711,976320,-109.3642
2713,977040,-109.3642
2715,977760,-109.3642
2717,978480,-109.3642
2719,979200,-109.3642
2721,979920,-109.3642
2723,980640,-109.3642
2725,981360,-109.3642
2727,982080,-109.3642
2729,982800,-109.3642
2731,983520,-109.3642
2733,984240,-109.3642
2735,984960,-109.3642
2737,985680,-109.3642
2739,986400,-109.3642
2741,987120,-109.3642
2743,987840,-109.3642
2745,988560,-109.3642
2747,989280,-109.3642
2749,990000,-109.3642
2751,990720,-109.3642
2753,991440,-109.3642
2755,992160,-109.3642
2757,992880,-109.3642
2759,993600,-109.3642
2761,994320,-109.3642
2763,995040,-109.3642
2765,995760,-109.3642
2767,996480,-109.3642
2769,997200,-109.3642
2771,997920,-109.3642
2773,998640,-109.3642
2775,999360,-109.3642
2777,1000080,-109.3642
